Argument ID,Conclusion,Premise,Score
F10659,نباید خسیس باشیم,كسي كه به دادن مال خود بخل ورزد خوار گردد,1
F10660,نباید خسیس باشیم,كسي كه با بخل ملازم باشد از داشتن خير خواه محروم گردد,1
F10661,نباید خسیس باشیم,كسي كه بر خود بخل ورزد به كار خير موفق نشود و مال خود را براي ديگران به جاي نهد,1
F10662,نباید خسیس باشیم,اگر بخل را به صورت مردي ميديديد و براي شما مجسم ميشد همانا مردي ميديديد زشت كه هر ديده‏اي از او روي ميگرداند و هر دلي از او بر ميگشت,1
F10663,نباید خسیس باشیم,كسي كه به خود بخل ورزد نسبت به ديگران بخيل‏تر خواهد بود,1
F10664,نباید خسیس باشیم,كسي كه بخل ورزد بدانچه مالك ان نيست پستي را به نهايت رسانده است,1
F10665,نباید خسیس باشیم,از زشت‏ترين خلق و خويها بخل است,1
F10666,نباید خسیس باشیم,بخل و با بد خلقي حق خود را از ديگران خواستن از بد اخلاقي است,1
F10667,نباید خسیس باشیم,از عقل خود بهره نبرده كسي كه به احسان خود بخل ورزد,1
F10668,نباید خسیس باشیم,چقدر زشت است بخل ورزيدن با داشتن مال بسيار,1
F10669,نباید خسیس باشیم,چقدر زشت است بخل ورزيدن به صاحبان كمال و فضيلت,1
F10670,نباید خسیس باشیم,ايمانش را محكم نكرده كسي كه به احسان و بخشش خود بخل ورزد,1
F10671,نباید خسیس باشیم,بخل نكن كه زندگي را بر خود تنگ ميكني و زياده روي مكن كه از حد بگذراني,1
F10672,نباید خسیس باشیم,وسيله‏ اي براي دشنام دادن مردمان مانند بخل نيست,1
F10673,نباید خسیس باشیم,هيچ تنهايي و غربتي همچون بخل نيست,1
F10674,نباید خسیس باشیم,با بودن بخل جوانمردي نيست,1
F10675,نباید خسیس باشیم,بهانه جويي بسيار براي رد كردن سايل و نپرداختن مال نشانه بخل است,1
F10676,نباید خسیس باشیم,اگر بخل را به صورت مردي ببينيد او را شخصي زشت رو خواهيد ديد,1
F10677,نباید در خوردن زیاده‌روی کرد,خوراكي را كم كن تا بيماري را كم كني,1
F10678,نباید در خوردن زیاده‌روی کرد,كم خوري از بسياري از بيماريهاي تن جلوگيري كند,1
F10679,نباید در خوردن زیاده‌روی کرد,كم خوري از پارسايي و پرهيزكاري است و پرخوري از اسراف و زياده روي است,1
F10680,نباید در خوردن زیاده‌روی کرد,كم خوردن غذا براي نفس انساني گراميتر و براي تندرستي پايدارتر است,1
F10681,نباید در خوردن زیاده‌روی کرد,كسي كه خوراكش كم باشد دردهايش كم است,1
F10682,نباید در خوردن زیاده‌روی کرد,كسي كه خوراكش اندك باشد فكر و انديشه‏اش پاك گردد,1
F10683,نباید در خوردن زیاده‌روی کرد,كسي كه غذايش كم شد هزينه زندگي برايش سبك خواهد شد,1
F10684,نباید در خوردن زیاده‌روی کرد,كسي كه در خوردن به اندك اكتفا كند تندرستي او بسيار و انديشه‏اش شايسته باشد,1
F10685,نباید در خوردن زیاده‌روی کرد,بر شما باد به ميانه روي در خوراكيها كه اين كار از اسراف دورتر و براي تندرستي بهتر و براي انجام عبادت كمك كار بهتري است,1
F10686,نباید در خوردن زیاده‌روی کرد,پر خوري بدن را بد بو كند,1
F10687,نباید در خوردن زیاده‌روی کرد,پرخوري از حرص پيدا شود و حرص بدترين عيبهاست,1
F10688,نباید در خوردن زیاده‌روی کرد,پر خوري و خواب زياد بدن را تباه كند و زيان به بار اورد,1
F10689,نباید در خوردن زیاده‌روی کرد,كسي كه خوراكش زياد باشد تندرستي او اندك و هزينه زندگي بر او سنگين خواهد بود,1
F10690,نباید در خوردن زیاده‌روی کرد,كسي كه درخت علاقه و دوستي خوراكيهاي گوناگون را در دل بكارد ميوه ان را نيز كه انواع بيماريهاست بچيند,1
F10691,نباید رابطه خویشاوندی را قطع کرد,برادران بهترين وسيله و ابزار براي روزهاي سخت زندگي هستند,1
F10692,نباید عجول باشیم,به درستي نرسد كار كسي كه حوصله و تاني در كار ندارد,1
F10693,نباید عجول باشیم,حوصله و تاني در كار موجب رسيدن به درستي در ان كار است,1
F10694,نباید عجول باشیم,سلامت در تاني و پر حوصله بودن است,1
F10695,نباید عجول باشیم,پشت گرمي كار در تاني و حوصله كردن در ان است,1
F10696,نباید عجول باشیم,بر تو باد به تاني كه به راستي كسي كه تاني به خرج دهد به موفقيت در كار شايسته است,1
F10697,نباید عجول باشیم,پيوند ده شتابت را به تاني و سطوت و وقار خود را به نرمي و شر خود را به خير و نيكي و عقل و خرد را در برابر هوا و هوس ياري ده تا خردمند شوي,1
F10698,نباید عجول باشیم,تاني در كار ان را از سستي و بيپايگي ايمن سازد,1
F10699,نباید عجول باشیم,كسي كه با تاني كار ميكند موفق است اگر چه در اين راه به هلاكت رسد,1
F10700,نباید عجول باشیم,هر كس با تاني و ارامش كار كند از لغزشها ايمن باشد,1
F10701,نباید عجول باشیم,تاني در كار پشت گرمي اورد,1
F10702,نباید عجول باشیم,تاني در كار دور انديشي است,1
F10703,نباید عجول باشیم,كسي كه تاني داشته باشد شايسته ان است كه به هدف خويش برسد,1
F10704,نباید عجول باشیم,تاني و پر حوصلگي و سر صبر انجام دادن هر كاري پسنديده است جز در فرصتهايي كه براي كارهاي خير پيش امده كه بايد عجله كرد,1
F10705,آخرت را بر دنیا باید ترجیح داد,براي كسي كه شتاب كوچ كردن خود را ميداند شايسته است كه امادگي خود را براي جابجا شدنش بخوبي فراهم سازد,1
F10706,نباید غرور داشته باشیم,غرور ثروتمندي و توانگري سركشي و سرمستي به بار اورد,1
F10707,نباید مستبد باشیم,كسي كه استبداد راي دارد بي باكانه خود را در اشتباه و غلط اندازد,1
F10708,نباید مستبد باشیم,استبداد به راي تو را بلغزاند و در پرتگاهها اندازد,1
F10709,نباید مستبد باشیم,استبداد براي اماده شدن كار و استعداد بد چيزي است,1
F10710,نباید مستبد باشیم,بر خردمند لازم است كه رشد خواهي و طلب را در پيدا كردن راه راست ادامه دهد و خود رايي را واگذارد,1
F10711,نباید مستبد باشیم,به راستي كه خود راي و مستبد خطا كار است,1
F10712,نباید مستبد باشیم,كسي كه خود راي است بلغزد,1
F10713,نباید مستبد باشیم,كسي كه استبداد راي دارد پايمال كردن او بر دشمنانش اسان باشد,1
F10714,نباید مستبد باشیم,كسي كه استبداد راي داشته باشد خود را به خطر انداخته و در معرض نابودي قرار دهد,1
F10715,نباید مستبد باشیم,خود راي نباش كه هر كه خود راي شد نابود گشت,1
F10716,نباید ولخرج باشیم,ولخرجي قرين و همراه ورشكسته‏اي است,1
F10717,نباید ولخرج باشیم,ولخرجي نشانه و سراغاز فقر و نيازمندي است,1
F10718,نباید ولخرج باشیم,اگاه باشيد كه پرداخت اين مال در غير جاي ان تبذير و اسراف است,1
F10719,نباید ولخرج باشیم,افت جود و بخشش بيهوده خرج كردن است,1
F10720,نباید ولخرج باشیم,كسي كه به تبذير افتخار كند به افلاس و نداري دچار شده و حقير گردد,1
F10721,نباید ولخرج باشیم,بالاترين شرافتها خود داري از تبذير و اسراف است,1
F10722,نباید ولخرج باشیم,دوري كردن از تبذير و به كار بردن تدبير نيكو از نشانه‏ هاي عقل است,1
F10723,نباید ولخرج باشیم,هيچ ناداني مانند تبذير و ولخرجي نيست,1
F10724,باید با پدر و مادر بسیار مهربان بود,نيكويي به پدر و مادر بزرگترين فريضه است,1
F10725,باید با پدر و مادر بسیار مهربان بود,به پدرهاي خود نيكي كنيد تا فرزندان شما نسبت به شما نيكي كنند,1
F10726,باید با پدر و مادر بسیار مهربان بود,هر كه به پدر و مادر خود نيكي كند فرزندش به او نيكي خواهد كرد,1
F10727,پدر و مادر بسیار مهم هستند,مرگ پدر شكننده پشت است,1
F10728,نباید از والدین خود برنجیم,هر كس از پدر و مادر خود استنكاف نمايد و از انها ننگ داشته باشد در حقيقت راه درست را مخالفت نموده است,1
F10729,نباید آزرده خاطر شویم,ازردگي برادري را تباه كند,1
F10730,باید در انتخاب دوست دقت کنیم,بهترين ياران و همراهان كسي است كه انسان را بر اطاعت حق ياري دهد,1
F10731,باید در انتخاب دوست دقت کنیم,همراه تو همچون تكه پارچه ‏اي است كه لباس را بدان وصله كنند پس با كسي مصاحبت كن كه شباهت با تو داشته باشد,1
F10732,باید دوستان خوب داشت,غريب تنها و بيگانه كسي است كه دوستي ندارد,1
F10733,باید در انتخاب دوست دقت کنیم,برادران ديني در دوستي پايدارترند,1
F10734,باید دوستان خوب داشت,برادري كه از كمال يا علم او بهره گيري بهتر است از برادري كه تو بر كمال يا علم او بيفزايي,1
F10735,باید دوستان خوب داشت,برادران زيورند در فراخي زندگي و پشتوانه‏اي هستند در گرفتاري,1
F10736,باید دوستان خوب داشت,دوست راستين در مقايسه با پشتوانه‏ هاي ديگر بهترين پشتوانه است,1
F10737,باید در انتخاب دوست دقت کنیم,برادراني كه برادريشان در راه خدا باشد دوستيشان پايدارتر است به خاطر پايدار بودن سبب دوستي كه خداي تعالي است,1
F10738,باید در انتخاب دوست دقت کنیم,برادران دنيايي دوستيشان بريده شود چون وسايل و اسباب ان دوستي به زودي بريده خواهد شد,1
F10739,باید دوستان خوب داشت,برادران راستين زيورند در خوشي و پشتوانه‏اي هستند در سختي,1
F10740,باید در انتخاب دوست دقت کنیم,ان برادري كه در راه خدا به دست امده ‏ و پيوند الهي دارد نزديك‏ترين نزديكان و خويشاوندتر از پدران و مادران است,1
F10741,باید دوستان خوب داشت,برادر تو در راه خدا ان كسي است كه تو را به راه راست هدايت كند و از فساد و تباهي باز دارد و در راه اصلاح معاد ياريت دهد,1
F10742,باید دوستان خوب داشت,برادر راستين تو كسي است كه تو را با جان خويش نگهباني كند و بر مال و فرزند و زن خويش مقدم دارد,1
F10743,باید دوستان خوب داشت,برادران زداينده غمها و اندوه هايند,1
F10744,با دوستان باید نیکو رفتار کرد,خويشتن را در هنگام درشتي كردن برادرت به نرمي وادار و هنگام بريدن او بر پيوند و در وقت خشكي او بر بذل و دهش و در برابر انچه از بديها از او اشكار شود بردباري كن و براي او وسيله پيوندي باش,1
F10745,با دوستان باید نیکو رفتار کرد,خود را نسبت به برادر خود وادار كه هنگام گسستن او پيوند كني و هنگام كناره گيرياش بر او لطف كرده و نزديك گردي و هنگام دوري به او نزديك شوي و هنگام جرم و بد كاري معذورش داري تا بدان حد كه گويا تو بنده او هستي و او حق نعمت بر تو دارد اما بر حذر باش از اين كه اين دستورات را در غير جاي خود به كار بري و با مردمان منافق و بيدين اين گونه رفتار كني يا با كسي كه شايستگي ان را ندارد چنين كني,1
F10746,با دوستان باید نیکو رفتار کرد,از برادرت فرمانبرداري كن اگر چه او نافرمانيات كند و با او پيوند كن اگر چه او با تو جفا كند,1
F10747,با دوستان باید نیکو رفتار کرد,هنگامي كه برادرت پنهان و غايب است او را چنان ياد كن كه دوست ميداري او همان گونه تو را ياد كند و بپرهيز از ذكر انچه خوش ندارد و باز دار او را از عمل به انچه دوست ميداري كه وي تو را از عمل به ان باز دارد,1
F10748,با دوستان باید نیکو رفتار کرد,بپرهيز از اين كه از حق برادرت غافل شوي به اعتماد حق واجبي كه تو بر او داري زيرا برادر تو نيز همانند ان حقي را بر تو دارد كه تو بر او داري,1
F10749,با دوستان باید نیکو رفتار کرد,بپرهيز از اين كه حق برادرت را واگذاري به اعتماد رفاقت و يگانگي كه ميان تو و او وجود دارد زيرا كسي كه تو حق او را ضايع و تباه كني برادر تو نيست,1
F10750,با دوستان باید نیکو رفتار کرد,شريف‏ترين مردانگي نيكو برادري كردن است,1
F10751,باید دوستان خوب داشت,برترين پشتوانه ها برادران مورد وثوق و اطمينان هستند,1
F10752,با دوستان باید نیکو رفتار کرد,به راستي كه برادر حقيقي تو ان كسي است كه لغزشت را بپوشاند و شكستگي زندگيات را ببندد عذرت را بپذيرد و زشتي و عيب تو را بپوشاند و ترس تو را برطرف كند و اميد تو را به انجام رساند,1
F10753,باید دوستان خوب داشت,برترين پشتوانه ‏ها براي روزهاي سخت زندگي برادري است با وفا و همانندي است كه پاكيزه باشد,1
F10754,با دوستان باید نیکو رفتار کرد,صادق‏ترين برادرها در دوستي ان برادري است كه مواسات و برابري او نسبت به برادرانش در خوشي و سختي بيشتر باشد,1
F10755,با دوستان باید نیکو رفتار کرد,بهترين برادران كسي است كه كمكش بر كار خير از ديگران بيشتر و در انجام كار نيك از ديگران جلوتر و نسبت به ياران و همراهان نرمخوتر باشد,1
F10756,باید دوستان خوب داشت,بهترين هر چيز تازه ان است ولي بهترين برادران قديميترين انهاست,1
F10757,باید در انتخاب دوست دقت کنیم,دوست هر انسان راهنماي عقل و خرد او و گفتارش دليل بر فضل و كمال او است,1
F10758,باید در انتخاب دوست دقت کنیم,بهترين برادران تو ان كسي است كه تو را در راه حق زياد به خشم اورد,1
F10759,باید در انتخاب دوست دقت کنیم,بهترين برادرانت كسي است كه تو را بر هدايت رهنمون باشد و به تقوا وا دارد و از پيروي كردن هوا و هوس بازت دارد,1
F10760,با دوستان باید نیکو رفتار کرد,بهترين برادرانت كسي است كه با تو مواسات داشته باشد,1
F10761,باید در انتخاب دوست دقت کنیم,بهترين برادرانت كسي است كه به گفتار راست خود به راست گويي دعوتت كند و با كارهاي نيكش تو را به بهترين كارها فرا خواند,1
F10762,باید در انتخاب دوست دقت کنیم,بهترين برادرانت كسي است كه به خير و خوبي از ديگران پيشي گيرد و تو را به سوي ان بكشاند و به كار نيك وادارد و بر انجام ان ياريت دهد,1
F10763,باید در انتخاب دوست دقت کنیم,بهترين برادران كسي است كه برادرياش بر دنيا پي ريزي نشده باشد,1
F10764,با دوستان باید نیکو رفتار کرد,بهترين برادرانت كسي است كه با خير و خوبي خود با تو مواسات داشته باشد و بهتر از او كسي است كه تو را از ديگران بينياز سازد,1
F10765,باید در انتخاب دوست دقت کنیم,بهترين برادران كسي است كه نسبت به برادران خود سخت گير و خرده گير نباشد,1
F10766,با دوستان باید نیکو رفتار کرد,بهترين برادرانت كسي است كه با تو مواسات و برابري داشته باشد و بهتر از او كسي است كه تو را كفايت كند و اگر به تو نيازمند هم شود تو را معاف داشته و ببخشايد,1
F10767,باید در انتخاب دوست دقت کنیم,بهترين برادران كسي است كه دوستي اش در راه خدا باشد,1
F10768,باید در انتخاب دوست دقت کنیم,بهترين برادرانت كسي است كه در راه اطاعت خداي سبحان بر تو سخت گيرد و خشونت به خرج دهد,1
F10769,با دوستان باید نیکو رفتار کرد,ياري كن برادر خود را بر هر حالي و برو به همراه او هر كجا برود,1
F10770,با دوستان باید نیکو رفتار کرد,چه بسا برادري كه مادر تو او را نزاييده بلكه بر اثر صميميت در دوستي برادر تو شده,1
F10771,باید در انتخاب دوست دقت کنیم,بدترين برادرانت خيانتكاري است كه ظاهر سازي كند,1
F10772,باید در انتخاب دوست دقت کنیم,بدترين برادرانت كسي است كه تو را به پيروي هوا و هوس تشويق كرده و نسبت به دنيا فريفته و شيدا كند,1
F10773,باید در انتخاب دوست دقت کنیم,بدترين برادران كسي است كه انسان را ياري نكند,1
F10774,باید در انتخاب دوست دقت کنیم,بدترين برادران تو كسي است كه تو را به كار باطل خوشنود سازد,1
F10775,باید دوستان خوب داشت,بر تو باد به برادري كسي كه تو را از كار بد و عذاب الهي بيم دهد و باز دارد كه چنين برادري تو را به بلندي رسانده و به راه راست هدايت كند,1
F10776,باید دوستان خوب داشت,فقدان برادران نيرو و توان يا ادم نيرومند و پر توان را سست گرداند,1
F10777,باید در انتخاب دوست دقت کنیم,برادراني كه انصاف را رعايت كنند اندكند,1
F10778,باید دوستان خوب داشت,كسي كه برادري ندارد خيري ندارد,1
F10779,باید در انتخاب دوست دقت کنیم,كسي كه در راه خدا برادري گيرد سود برد,1
F10780,باید در انتخاب دوست دقت کنیم,كسي كه در راه دنيا برادري بر قرار سازد محروم گردد,1
F10781,با دوستان باید نیکو رفتار کرد,كسي كه بر برادران سر بزرگي و تكبر كند هيچ انساني با او خالص و صاف نباشد,1
F10782,باید دوستان خوب داشت,برادرت نيست كسي كه تو نيازمند باشي در همه جا و در هر كاري اگر چه خلاف باشد با او مدارا كني,1
F10783,باید دوستان خوب داشت,برادرت نيست كسي كه تو را محتاج به حاكمي ميان تو و خود سازد,1
F10784,باید دوستان خوب داشت,به اقايي و سيادت نرسد كسي كه برادرانش جز او نيازمند به ديگري باشند,1
F10785,با دوستان باید نیکو رفتار کرد,كسي كه نگه دار و باوفا باشد از برادري نيك برخوردار است,1
F10786,باید دوستان خوب داشت,كسي كه برادراني ندارد كس و كاري ندارد,1
F10787,با دوستان باید نیکو رفتار کرد,كسي كه با برادران ستيزه جويي كند دوستش كم باشد,1
F10788,ارزشمندترین دوستی، دوستی در راه خداست,كسي كه برادر خدايي خود را از دست دهد گويا شريف‏ترين عضو خود را از دست داده است,1
F10789,باید دوستان خوب داشت,از ناتواني تدبير است كه انسان برادران را به تباهي كشاند و از دست بدهد,1
F10790,باید دوستان خوب داشت,از بزرگترين حماقتها برادري با گنهكاران است,1
F10791,ارزشمندترین دوستی، دوستی در راه خداست,تحمل كردن تبهكاري برادران از بزرگواري است,1
F10792,با دوستان باید نیکو رفتار کرد,چه زشت است بريدن دوستي پس از پيوند و بيوفايي پس از برادري و دشمني پس از صفا و صداقت و از ميان رفتن الفت و صميميت پس از استحكام و استواري ان,1
F10793,با دوستان باید نیکو رفتار کرد,نيكبخت نگردد كسي كه برادرانش نگون بخت باشند,1
F10794,باید دوستان خوب داشت,مرگ برادر همچون چيده شدن و بريده شدن بال و دست است,1
F10795,باید دوستان خوب داشت,چه بسيارند برادران در كنار سفره‏هاي رنگين و چه اندكند در هنگام پيش امدهاي ناگوار زمان,1
F10796,ارزشمندترین دوستی، دوستی در راه خداست,هيچ گروهي نيست كه بر پايه چيزي جز خداي سبحان برادري كنند جز انكه برادري انها در روز قيامت كه در پيشگاه خداي سبحان قرار گيرند براي انها نقصي باشد,1
F10797,باید اشتباهات دوستان را تذکر داد,چيزي جلوي شما را نگيرد و مانع نشود از اين كه چون عيبي از برادرانتان مشاهده كنيد به او تذكر ندهيد جز ترس از اين كه او نيز همين كار را نسبت به شما انجام دهد و هنگام ديدن عيبتان به شما تذكر دهد و بدين ترتيب شما دست به هم داده و در مورد دوستي دنيا و رها كردن اخرت دوستانه با هم كنار امده ‏ايد,1
F10798,ارزشمندترین دوستی، دوستی در راه خداست,نظام مردانگي برادري خوب است و نظام دين يقين نيكو است,1
F10799,باید دوستان خوب داشت,برادران دنيايي را زياد مكن كه اگر از نگهداري انها ناتوان شدي دشمنت گردند و به راستي حكايت انان حكايت اتش است كه زيادش بسوزاند و كم ان سود دهد,1
F10800,با دوستان باید نیکو رفتار کرد,بر مبناي شك و ترديد برادري خود را با برادرت قطع مكن و پس از عذر خواهي و دلجويي از او دوري مكن,1
F10801,با دوستان باید نیکو رفتار کرد,بر تو باد به برادران با صفا و پاك دل كه به راستي انان در فراخي زندگي زيورند و در بلا و گرفتاري كمك و ياور هستند,1
F10802,با دوستان باید نیکو رفتار کرد,با تكيه بر رفاقتي كه ميان تو و برادرت هست حق او را تباه و ضايع مكن كه برادرت نيست كسي كه تو حقش را ضايع كني,1
F10803,با دوستان باید نیکو رفتار کرد,برادري مكن با كسي كه منقبت‏ها و خوبيهايت را ميپوشاند ولي عيبهايت را بگستراند و نشر دهد,1
F10804,با دوستان باید نیکو رفتار کرد,نزد مردمان جفا پيشه برادري مجوي بلكه نزد مردماني كه شرط برادري نگه دارند و باوفا باشند برادري را بجوي,1
F10805,با دوستان باید نیکو رفتار کرد,در برادري كه نخواهد براي تو انچه را براي خود خواهد خيري نيست,1
F10806,با دوستان باید نیکو رفتار کرد,زيبايي برادري معاشرت نيك و مواسات و برابري با وجود تنگي و تنگدستي است,1
F10807,با دوستان باید نیکو رفتار کرد,خوش ديداري و برخورد خوب در استحكام پيوند برادري بيفزايد,1
F10808,با دوستان باید نیکو رفتار کرد,نيكو برادري كردن پاداش را بزرگ و مدح و ستايش را نيكو كند,1
F10809,باید دوستان خوب داشت,برادري با نيكان را بايد مغتنم دانست و از مصاحبت و همدمي با بدان و بدكاران بايد پرهيز كرد,1
F10810,با دوستان باید نیکو رفتار کرد,اگر خواستي از برادرت ببري بخشي از رفاقت خويش را بر جاي نه كه اگر خواست روزي باز گردد بتواند,1
F10811,باید دوستان خوب داشت,هنگامي كه برادري محكم شد مدح و ثنا گفتن از يكديگر زشت گردد,1
F10812,با دوستان باید نیکو رفتار کرد,هر گاه با كسي برادري كردي حق برادري را گرامي بدار,1
F10813,با دوستان باید نیکو رفتار کرد,هنگامي كه دوستت تو را به برادري خويش بر گرفت تو براي او به صورت بنده‏اي باش و صداقت در وفاداري و نيكويي صفا و صميميت را به او عطا كن,1
F10814,ارزشمندترین دوستی، دوستی در راه خداست,با برادري در راه خدا است كه درخت برادري ميوه بخشد,1
F10815,ارزشمندترین دوستی، دوستی در راه خداست,پي ريزي شده است برادري در راه خدا بر خير خواهي يكديگر در راه خدا و بخشش كردن به يكديگر در راه خدا و كمك كردن به يكديگر بر اطاعت خدا و باز داشتن يكديگر از نافرماني خدا و ياري كردن يكديگر در راه خدا و اخلاص دوستي با يكديگر,1
F10816,با دوستان باید نیکو رفتار کرد,ميوه برادري نگه داشتن غيب يعني در پنهاني نيز مانند حضور شيون برادري را حفظ كند و هديه كردن عيب به يكديگر است,1
F10817,کارها باید با مشارکت انجام شوند,اگر افراد مختلف کمک کنند وظایف سریع‌تر و بهتر انجام می‌شود,1
F10818,کارها باید با مشارکت انجام شوند,تعامل با بقیه باعث کم شدن سرعت هر فرد می‌شود,-1
F10819,کارها باید با مشارکت انجام شوند,در هنگام کار گروهی می‌توان به افرادی که توانایی کمتری دارند کمک کرد و یاد داد,1
F10820,کارها باید با مشارکت انجام شوند,در کار گروهی افرادی که ضعیف‌تر هستند باعث عقب افتادن کارها می‌شوند,-1
F10821,دلتنگی ناتوانی است,فکر کردن به افرادی که از آن‌ها دور هستیم باعث تلف شدن وقت می‌شود,1
F10822,دلتنگی ناتوانی است,انسان دارای احساس هست و دلتنگ عزیزانش می‌شود,-1
F10823,هرکاری را می‌توان انجام داد به جز تغییر عادت‌ها,رفتارها و عادت‌ها جزئی جدا نشدنی از هر فرد هستند و جزو شخصیت هر فرد هستند,1
F10824,هرکاری را می‌توان انجام داد به جز تغییر عادت‌ها,انسان‌ها می‌توانند تغییر کنند و رفتارهای خود را بهتر کنند و عادت‌های بد خود را از بین ببرند,-1
F10825,انسان واقعی در برابر ظلم سکوت نمی‌کند,هر انسانی از ظلم دوری می‌کند و اگر ببیند به کسی ظلم می‌شود به او کمک می‌کند زیرا دوری از ظلم در ذات انسان‌ها است,1
F10826,بخشی از زمان هر روز را باید به تفریح و بخش دیگری را به کار اختصاص داد,انسان‌ها زمان محدودی در طول روز دارند و هر فرد نیاز به استراحت و تفریح دارد,1
F10827,بخشی از زمان هر روز را باید به تفریح و بخش دیگری را به کار اختصاص داد,بعضی از انسان‌ها به کار خود علاقه دارند و با کار کردن تفریح می‌کنند,-1
F10828,ویژگی‌های خوب قابل کسب کردن هستند,خانواده‌ای که انسان از آن آمده است اهمیتی ندارد و خود فرد می‌تواند اخلاق خوب را کسب کند,1
F10829,غیبت کار اشتباهی است,غیبت باعث ایجاد فساد و گمراهی می‌شود,1
F10830,غیبت کار اشتباهی است,غیبت کار افراد ضعیف و ناتوان است,1
F10831,تفاوت قائل شدن بین انسان‌ها درست است,طبقات اجتماعی و تفاوت در جایگاه‌های اجتماعی باعث پیشرفت و ایجاد انگیزه برای پیشرفت بیشتر هر فرد می‌شود,1
F10832,تفاوت قائل شدن بین انسان‌ها درست است,انسان‌ها فارغ از جایگاه اجتماعی و شغل خود با یکدیگر برابر هستند و دارای حقوق یکسانی هستند,-1
F10833,جدایی انداختن بین افراد کار اشتباهی است,افراد مختلف می‌توانند با یکدیگر دوست باشند و ارتباط آن‌ها به فرد دیگری ربطی ندارد,1
F10834,باید از سرگرمی‌ها دوری کرد,سرگرمی‌های بیهوده باعث تلف شدن وقت انسان و دور شدن اون از اهداف و آرزوهایش می‌شود,1
F10835,باید از سرگرمی‌ها دوری کرد,هر فردی نیاز به تفریح دارد و سرگرمی‌های مختلف بخشی از تفریح هستند,-1
F10836,اصرار بر سوال پرسیدن از افراد بد است,سوال شخصی پرسیدن از افراد باعث خجالت کشیدن افراد می‌شود و نباید در رابطه با زندگی شخصی افراد سوال پرسید,1
F10837,لزوما رسیدن به چیزی که آرزو داریم به نفع ما نیست,آرزوها مانند غذا می‌مانند و مانند بعضی از غذاها ممکن است در گلو گیرکنند و به ما ضرر برسانند,1
F10838,نباید بی حال و بی حوصله بود,کسالت و بیحالی جلو موفقیت و پیروزی را می‌گیرد,1
F10839,نباید بی حال و بی حوصله بود,کسالت و بیحالی موجب ناامیدی آرزوها می‌شود,1
F10840,باید از افراد پست دوری کرد,ادم پست هروقت که به تو نیاز داشته باشد تو را به زحمت می‌اندازد و در زمانی که به او نیاز داری کمکی نمی‌کند,1
F10841,باید از افراد پست دوری کرد,آدم پست ظرفیت کمی دارد و هر وقت به چیزی بیشتر از ظرفیت خود برسد رفتارهای اشتباه انجام می‌دهد,1
F10842,باید از افراد پست دوری کرد,فرد پست برای کارهایش منت می‌گذارد,1
F10843,رفتن از وطن کار اشتباهی است,هر فردی نسبت به جایی که در آنجا به دنیا آمده است مسئولیت دارد,1
F10844,رفتن از وطن کار اشتباهی است,ممکن است در کشور خودمان تحت فشار باشیم و برای جلوگیری از آسیب مهاجرت کنیم,-1
F10845,رفتن از وطن کار اشتباهی است,هرچند مشکلات زیادی در جایی که به دنیا آمده‌ایم ممکن است وجود داشته باشد ولی باید به حل این مشکلات کمک کنیم,1
F10846,رفتن از وطن کار اشتباهی است,دیدن باقی کشورها باعث افزایش تجربه و کسب دانش می‌شود,-1
F10847,نباید لجبازی کرد,لجاجت سرآغار جنگ‌ها می‌باشد,1
F10848,باید به کتاب و کتابخوانی اهمیت داد,کتاب و کتابخوانی باعث انتشار دانش و افزایش فرهنگ یک جامعه می‌شود,1
F10849,باید به کتاب و کتابخوانی اهمیت داد,با کتاب می‌توان دانش و تجربیات خود را به نسل‌های بعد منتقل کرد,1
F10850,باید به کتاب و کتابخوانی اهمیت داد,انسان با کتاب خواندن می‌تواند تجربیات و رویاهای افراد مختلف را کسب کند,1
F10851,باید به کتاب و کتابخوانی اهمیت داد,امروزه با وجود فیلم‌ها و مستندها دیگر برای انتقال دانش نیازی به کتاب نیست,-1
F10852,باید به کتاب و کتابخوانی اهمیت داد,بسیاری از افراد فرهیخته از طریق فروش کتاب‌هایی که می‌نویسند کسب درآمد می‌کنند و باید به آن‌ها کمک کرد,1
F10853,باید کم گویی کرد,زبان نسبت به صاحب خود سركشي می‌كند,1
F10854,باید کم گویی کرد,انسان عاقل زبان خود را کنترل می‌کند,1
F10855,باید کم گویی کرد,انسان موجودی اجتماعی است و بهترین راه برای ارتباط با دیگران حرف زدن است,-1
F10856,باید کم گویی کرد,سخن گفتن بین دو خصلت بد قرار دارد پر گويي و كم گويي پرگويي بيهوده‏ گويي است و كم‏ گويي درماندگي و ناتواني است,-1
F10857,باید کم گویی کرد,سخن همانند دارو است كه اندكش سودمند و بسيارش كشنده است,1
F10858,باید کم گویی کرد,سخن را كم كن تا از سرزنش در امان باشي,1
F10859,باید کم گویی کرد,در گفتگو كردن با ديگران باید سخن را كوتاه کرد تا پاسخ مناسبی گرفت,1
F10860,باید کم گویی کرد,در گفتگوهای کوتاه حرف‌های درست به نسبت گفتگوهای طولانی بیشتر می‌شوند,1
F10861,باید کم گویی کرد,پرگویی باعث خستگی می‌شود,1
F10862,باید کم گویی کرد,زيادي گفتار اطراف خود را فرا گيرد و معناهاي ان را كم كند و در نتيجه نهايتي براي ان ديده نشود و هيچ كس به ان سودمند نگردد,1
