,output_text,vector, ,index,output_data_source
363,"دردم از يار است و درمان نيز هم
دل فدای او شد و جان نيز هم
اين که می‌گويند آن خوشتر ز حسن
يار ما اين دارد و آن نيز هم
ياد باد آن کو به قصد خون ما
عهد را بشکست و پيمان نيز هم
دوستان در پرده می‌گويم سخن
گفته خواهد شد به دستان نيز هم
چون سر آمد دولت شب‌های وصل
بگذرد ايام هجران نيز هم
هر دو عالم يک فروغ روی اوست
گفتمت پيدا و پنهان نيز هم
اعتمادی نيست بر کار جهان
بلکه بر گردون گردان نيز هم
عاشق از قاضی نترسد می بيار
بلکه از يرغوی ديوان نيز هم
محتسب داند که حافظ عاشق است
و آصف ملک سليمان نيز هم","[[ 7.5076278e-03 -1.1852729e-05  2.6655192e-03 ...  6.7039211e-03
   6.3630226e-03  1.4621682e-02]]",,364,غزلیات حافظ
364,"ما بی غمان مست دل از دست داده‌ايم
همراز عشق و همنفس جام باده‌ايم
بر ما بسی کمان ملامت کشيده‌اند
تا کار خود ز ابروی جانان گشاده‌ايم
ای گل تو دوش داغ صبوحی کشيده‌ای
ما آن شقايقيم که با داغ زاده‌ايم
پير مغان ز توبه ما گر ملول شد
گو باده صاف کن که به عذر ايستاده‌ايم
کار از تو می‌رود مددی ای دليل راه
کانصاف می‌دهيم و ز راه اوفتاده‌ايم
چون لاله می مبين و قدح در ميان کار
اين داغ بين که بر دل خونين نهاده‌ايم
گفتی که حافظ اين همه رنگ و خيال چيست
نقش غلط مبين که همان لوح ساده‌ايم",[[0.00338821 0.00463676 0.00894209 ... 0.00924576 0.003813   0.02888915]],,365,غزلیات حافظ
365,"عمريست تا به راه غمت رو نهاده‌ايم
روی و ريای خلق به يک سو نهاده‌ايم
طاق و رواق مدرسه و قال و قيل علم
در راه جام و ساقی مه رو نهاده‌ايم
هم جان بدان دو نرگس جادو سپرده‌ايم
هم دل بدان دو سنبل هندو نهاده‌ايم
عمری گذشت تا به اميد اشارتی
چشمی بدان دو گوشه ابرو نهاده‌ايم
ما ملک عافيت نه به لشکر گرفته‌ايم
ما تخت سلطنت نه به بازو نهاده‌ايم
تا سحر چشم يار چه بازی کند که باز
بنياد بر کرشمه جادو نهاده‌ايم
بی زلف سرکشش سر سودايی از ملال
همچون بنفشه بر سر زانو نهاده‌ايم
در گوشه اميد چو نظارگان ماه
چشم طلب بر آن خم ابرو نهاده‌ايم
گفتی که حافظا دل سرگشته‌ات کجاست
در حلقه‌های آن خم گيسو نهاده‌ايم","[[ 2.2497885e-04  1.2138763e-05 -1.4561806e-04 ...  4.7440821e-04
  -1.0486063e-05 -2.1432558e-04]]",,366,غزلیات حافظ
366,"ما بدين در نه پی حشمت و جاه آمده‌ايم
از بد حادثه اين جا به پناه آمده‌ايم
ره رو منزل عشقيم و ز سرحد عدم
تا به اقليم وجود اين همه راه آمده‌ايم
سبزه خط تو ديديم و ز بستان بهشت
به طلبکاری اين مهرگياه آمده‌ايم
با چنين گنج که شد خازن او روح امين
به گدايی به در خانه شاه آمده‌ايم
لنگر حلم تو ای کشتی توفيق کجاست
که در اين بحر کرم غرق گناه آمده‌ايم
آبرو می‌رود ای ابر خطاپوش ببار
که به ديوان عمل نامه سياه آمده‌ايم
حافظ اين خرقه پشمينه مينداز که ما
از پی قافله با آتش آه آمده‌ايم","[[-7.0017777e-06  2.3142811e-02  3.6442373e-03 ...  5.3632683e-03
   7.7477461e-03  2.6799936e-02]]",,367,غزلیات حافظ
367,"فتوی پير مغان دارم و قوليست قديم
که حرام است می آن جا که نه يار است نديم
چاک خواهم زدن اين دلق ريايی چه کنم
روح را صحبت ناجنس عذابيست اليم
تا مگر جرعه فشاند لب جانان بر من
سال‌ها شد که منم بر در ميخانه مقيم
مگرش خدمت ديرين من از ياد برفت
ای نسيم سحری ياد دهش عهد قديم
بعد صد سال اگر بر سر خاکم گذری
سر برآرد ز گلم رقص کنان عظم رميم
دلبر از ما به صد اميد ستد اول دل
ظاهرا عهد فرامش نکند خلق کريم
غنچه گو تنگ دل از کار فروبسته مباش
کز دم صبح مدد يابی و انفاس نسيم
فکر بهبود خود ای دل ز دری ديگر کن
درد عاشق نشود به به مداوای حکيم
گوهر معرفت آموز که با خود ببری
که نصيب دگران است نصاب زر و سيم
دام سخت است مگر يار شود لطف خدا
ور نه آدم نبرد صرفه ز شيطان رجيم
حافظ ار سيم و زرت نيست چه شد شاکر باش
چه به از دولت لطف سخن و طبع سليم",[[0.00371056 0.00206353 0.03749205 ... 0.01565666 0.00663495 0.01061002]],,368,غزلیات حافظ
368,"خيز تا از در ميخانه گشادی طلبيم
به ره دوست نشينيم و مرادی طلبيم
زاد راه حرم وصل نداريم مگر
به گدايی ز در ميکده زادی طلبيم
اشک آلوده ما گر چه روان است ولی
به رسالت سوی او پاک نهادی طلبيم
لذت داغ غمت بر دل ما باد حرام
اگر از جور غم عشق تو دادی طلبيم
نقطه خال تو بر لوح بصر نتوان زد
مگر از مردمک ديده مدادی طلبيم
عشوه‌ای از لب شيرين تو دل خواست به جان
به شکرخنده لبت گفت مزادی طلبيم
تا بود نسخه عطری دل سودازده را
از خط غاليه سای تو سوادی طلبيم
چون غمت را نتوان يافت مگر در دل شاد
ما به اميد غمت خاطر شادی طلبيم
بر در مدرسه تا چند نشينی حافظ
خيز تا از در ميخانه گشادی طلبيم",[[0.00407211 0.00550607 0.0103507  ... 0.01115467 0.01120628 0.02545957]],,369,غزلیات حافظ
369,"ما ز ياران چشم ياری داشتيم
خود غلط بود آن چه ما پنداشتيم
تا درخت دوستی برگی دهد
حاليا رفتيم و تخمی کاشتيم
گفت و گو آيين درويشی نبود
ور نه با تو ماجراها داشتيم
شيوه چشمت فريب جنگ داشت
ما غلط کرديم و صلح انگاشتيم
گلبن حسنت نه خود شد دلفروز
ما دم همت بر او بگماشتيم
نکته‌ها رفت و شکايت کس نکرد
جانب حرمت فرونگذاشتيم
گفت خود دادی به ما دل حافظا
ما محصل بر کسی نگماشتيم","[[ 4.3482096e-03 -1.7351242e-05  2.0056743e-02 ...  1.9630399e-02
   1.6750934e-02  1.8800272e-02]]",,370,غزلیات حافظ
370,"صلاح از ما چه می‌جويی که مستان را صلا گفتيم
به دور نرگس مستت سلامت را دعا گفتيم
در ميخانه‌ام بگشا که هيچ از خانقه نگشود
گرت باور بود ور نه سخن اين بود و ما گفتيم
من از چشم تو ای ساقی خراب افتاده‌ام ليکن
بلايی کز حبيب آيد هزارش مرحبا گفتيم
اگر بر من نبخشايی پشيمانی خوری آخر
به خاطر دار اين معنی که در خدمت کجا گفتيم
قدت گفتم که شمشاد است بس خجلت به بار آورد
که اين نسبت چرا کرديم و اين بهتان چرا گفتيم
جگر چون نافه‌ام خون گشت کم زينم نمی‌بايد
جزای آن که با زلفت سخن از چين خطا گفتيم
تو آتش گشتی ای حافظ ولی با يار درنگرفت
ز بدعهدی گل گويی حکايت با صبا گفتيم",[[0.00777232 0.00668888 0.00566434 ... 0.01763857 0.01150261 0.02092389]],,371,غزلیات حافظ
371,"ما درس سحر در ره ميخانه نهاديم
محصول دعا در ره جانانه نهاديم
در خرمن صد زاهد عاقل زند آتش
اين داغ که ما بر دل ديوانه نهاديم
سلطان ازل گنج غم عشق به ما داد
تا روی در اين منزل ويرانه نهاديم
در دل ندهم ره پس از اين مهر بتان را
مهر لب او بر در اين خانه نهاديم
در خرقه از اين بيش منافق نتوان بود
بنياد از اين شيوه رندانه نهاديم
چون می‌رود اين کشتی سرگشته که آخر
جان در سر آن گوهر يک دانه نهاديم
المنه لله که چو ما بی‌دل و دين بود
آن را که لقب عاقل و فرزانه نهاديم
قانع به خيالی ز تو بوديم چو حافظ
يا رب چه گداهمت و بيگانه نهاديم",[[0.00581577 0.00402817 0.00434258 ... 0.01400229 0.00505654 0.01792877]],,372,غزلیات حافظ
372,"بگذار تا ز شارع ميخانه بگذريم
کز بهر جرعه‌ای همه محتاج اين دريم
روز نخست چون دم رندی زديم و عشق
شرط آن بود که جز ره آن شيوه نسپريم
جايی که تخت و مسند جم می‌رود به باد
گر غم خوريم خوش نبود به که می‌خوريم
تا بو که دست در کمر او توان زدن
در خون دل نشسته چو ياقوت احمريم
واعظ مکن نصيحت شوريدگان که ما
با خاک کوی دوست به فردوس ننگريم
چون صوفيان به حالت و رقصند مقتدا
ما نيز هم به شعبده دستی برآوريم
از جرعه تو خاک زمين در و لعل يافت
بيچاره ما که پيش تو از خاک کمتريم
حافظ چو ره به کنگره کاخ وصل نيست
با خاک آستانه اين در به سر بريم",[[0.01838811 0.00662412 0.00876613 ... 0.01158806 0.00575072 0.01069779]],,373,غزلیات حافظ
373,"خيز تا خرقه صوفی به خرابات بريم
شطح و طامات به بازار خرافات بريم
سوی رندان قلندر به ره آورد سفر
دلق بسطامی و سجاده طامات بريم
تا همه خلوتيان جام صبوحی گيرند
چنگ صبحی به در پير مناجات بريم
با تو آن عهد که در وادی ايمن بستيم
همچو موسی ارنی گوی به ميقات بريم
کوس ناموس تو بر کنگره عرش زنيم
علم عشق تو بر بام سماوات بريم
خاک کوی تو به صحرای قيامت فردا
همه بر فرق سر از بهر مباهات بريم
ور نهد در ره ما خار ملامت زاهد
از گلستانش به زندان مکافات بريم
شرممان باد ز پشمينه آلوده خويش
گر بدين فضل و هنر نام کرامات بريم
قدر وقت ار نشناسد دل و کاری نکند
بس خجالت که از اين حاصل اوقات بريم
فتنه می‌بارد از اين سقف مقرنس برخيز
تا به ميخانه پناه از همه آفات بريم
در بيابان فنا گم شدن آخر تا کی
ره بپرسيم مگر پی به مهمات بريم
حافظ آب رخ خود بر در هر سفله مريز
حاجت آن به که بر قاضی حاجات بريم",[[0.00443004 0.01198506 0.00963514 ... 0.02060759 0.00867564 0.01106835]],,374,غزلیات حافظ
374,"بيا تا گل برافشانيم و می در ساغر اندازيم
فلک را سقف بشکافيم و طرحی نو دراندازيم
اگر غم لشکر انگيزد که خون عاشقان ريزد
من و ساقی به هم تازيم و بنيادش براندازيم
شراب ارغوانی را گلاب اندر قدح ريزيم
نسيم عطرگردان را شکر در مجمر اندازيم
چو در دست است رودی خوش بزن مطرب سرودی خوش
که دست افشان غزل خوانيم و پاکوبان سر اندازيم
صبا خاک وجود ما بدان عالی جناب انداز
بود کن شاه خوبان را نظر بر منظر اندازيم
يکی از عقل می‌لافد يکی طامات می‌بافد
بيا کاين داوری‌ها را به پيش داور اندازيم
بهشت عدن اگر خواهی بيا با ما به ميخانه
که از پای خمت روزی به حوض کوثر اندازيم
سخندانی و خوشخوانی نمی‌ورزند در شيراز
بيا حافظ که تا خود را به ملکی ديگر اندازيم",[[0.00139304 0.01513017 0.00688488 ... 0.00812411 0.00432467 0.01525536]],,375,غزلیات حافظ
375,"صوفی بيا که خرقه سالوس برکشيم
وين نقش زرق را خط بطلان به سر کشيم
نذر و فتوح صومعه در وجه می‌نهيم
دلق ريا به آب خرابات برکشيم
فردا اگر نه روضه رضوان به ما دهند
غلمان ز روضه حور ز جنت به درکشيم
بيرون جهيم سرخوش و از بزم صوفيان
غارت کنيم باده و شاهد به بر کشيم
عشرت کنيم ور نه به حسرت کشندمان
روزی که رخت جان به جهانی دگر کشيم
سر خدا که در تتق غيب منزويست
مستانه‌اش نقاب ز رخسار برکشيم
کو جلوه‌ای ز ابروی او تا چو ماه نو
گوی سپهر در خم چوگان زر کشيم
حافظ نه حد ماست چنين لاف‌ها زدن
پای از گليم خويش چرا بيشتر کشيم",[[0.00634586 0.00752801 0.01126802 ... 0.01453301 0.00696206 0.01512576]],,376,غزلیات حافظ
376,"دوستان وقت گل آن به که به عشرت کوشيم
سخن اهل دل است اين و به جان بنيوشيم
نيست در کس کرم و وقت طرب می‌گذرد
چاره آن است که سجاده به می بفروشيم
خوش هواييست فرح بخش خدايا بفرست
نازنينی که به رويش می گلگون نوشيم
ارغنون ساز فلک رهزن اهل هنر است
چون از اين غصه نناليم و چرا نخروشيم
گل به جوش آمد و از می نزديمش آبی
لاجرم ز آتش حرمان و هوس می‌جوشيم
می‌کشيم از قدح لاله شرابی موهوم
چشم بد دور که بی مطرب و می مدهوشيم
حافظ اين حال عجب با که توان گفت که ما
بلبلانيم که در موسم گل خاموشيم",[[0.00563812 0.00478171 0.00675249 ... 0.00535208 0.00538147 0.02125011]],,377,غزلیات حافظ
377,"ما شبی دست برآريم و دعايی بکنيم
غم هجران تو را چاره ز جايی بکنيم
دل بيمار شد از دست رفيقان مددی
تا طبيبش به سر آريم و دوايی بکنيم
آن که بی جرم برنجيد و به تيغم زد و رفت
بازش آريد خدا را که صفايی بکنيم
خشک شد بيخ طرب راه خرابات کجاست
تا در آن آب و هوا نشو و نمايی بکنيم
مدد از خاطر رندان طلب ای دل ور نه
کار صعب است مبادا که خطايی بکنيم
سايه طاير کم حوصله کاری نکند
طلب از سايه ميمون همايی بکنيم
دلم از پرده بشد حافظ خوشگوی کجاست
تا به قول و غزلش ساز نوايی بکنيم",[[0.01001448 0.00554047 0.00514832 ... 0.01518222 0.01148996 0.00689228]],,378,غزلیات حافظ
378,"ما نگوييم بد و ميل به ناحق نکنيم
جامه کس سيه و دلق خود ازرق نکنيم
عيب درويش و توانگر به کم و بيش بد است
کار بد مصلحت آن است که مطلق نکنيم
رقم مغلطه بر دفتر دانش نزنيم
سر حق بر ورق شعبده ملحق نکنيم
شاه اگر جرعه رندان نه به حرمت نوشد
التفاتش به می صاف مروق نکنيم
خوش برانيم جهان در نظر راهروان
فکر اسب سيه و زين مغرق نکنيم
آسمان کشتی ارباب هنر می‌شکند
تکيه آن به که بر اين بحر معلق نکنيم
گر بدی گفت حسودی و رفيقی رنجيد
گو تو خوش باش که ما گوش به احمق نکنيم
حافظ ار خصم خطا گفت نگيريم بر او
ور به حق گفت جدل با سخن حق نکنيم",[[0.00645945 0.00545191 0.00816943 ... 0.00532995 0.01435169 0.01481242]],,379,غزلیات حافظ
379,"سرم خوش است و به بانگ بلند می‌گويم
که من نسيم حيات از پياله می‌جويم
عبوس زهد به وجه خمار ننشيند
مريد خرقه دردی کشان خوش خويم
شدم فسانه به سرگشتگی و ابروی دوست
کشيد در خم چوگان خويش چون گويم
گرم نه پير مغان در به روی بگشايد
کدام در بزنم چاره از کجا جويم
مکن در اين چمنم سرزنش به خودرويی
چنان که پرورشم می‌دهند می‌رويم
تو خانقاه و خرابات در ميانه مبين
خدا گواه که هر جا که هست با اويم
غبار راه طلب کيميای بهروزيست
غلام دولت آن خاک عنبرين بويم
ز شوق نرگس مست بلندبالايی
چو لاله با قدح افتاده بر لب جويم
بيار می که به فتوی حافظ از دل پاک
غبار زرق به فيض قدح فروشويم","[[ 5.1900297e-03 -2.9103601e-05  4.3708547e-03 ...  1.5680552e-02
   5.4478631e-03  2.1517348e-02]]",,380,غزلیات حافظ
380,"بارها گفته‌ام و بار دگر می‌گويم
که من دلشده اين ره نه به خود می‌پويم
در پس آينه طوطی صفتم داشته‌اند
آن چه استاد ازل گفت بگو می‌گويم
من اگر خارم و گر گل چمن آرايی هست
که از آن دست که او می‌کشدم می‌رويم
دوستان عيب من بی‌دل حيران مکنيد
گوهری دارم و صاحب نظری می‌جويم
گر چه با دلق ملمع می گلگون عيب است
مکنم عيب کز او رنگ ريا می‌شويم
خنده و گريه عشاق ز جايی دگر است
می‌سرايم به شب و وقت سحر می‌مويم
حافظم گفت که خاک در ميخانه مبوی
گو مکن عيب که من مشک ختن می‌بويم",[[0.0111551  0.00470976 0.0064111  ... 0.00570106 0.00876339 0.02042272]],,381,غزلیات حافظ
381,"گر چه ما بندگان پادشهيم
پادشاهان ملک صبحگهيم
گنج در آستين و کيسه تهی
جام گيتی نما و خاک رهيم
هوشيار حضور و مست غرور
بحر توحيد و غرقه گنهيم
شاهد بخت چون کرشمه کند
ماش آيينه رخ چو مهيم
شاه بيدار بخت را هر شب
ما نگهبان افسر و کلهيم
گو غنيمت شمار صحبت ما
که تو در خواب و ما به ديده گهيم
شاه منصور واقف است که ما
روی همت به هر کجا که نهيم
دشمنان را ز خون کفن سازيم
دوستان را قبای فتح دهيم
رنگ تزوير پيش ما نبود
شير سرخيم و افعی سيهيم
وام حافظ بگو که بازدهند
کرده‌ای اعتراف و ما گوهيم",[[0.00096163 0.04165678 0.00813871 ... 0.00763672 0.00379206 0.01446098]],,382,غزلیات حافظ
382,"فاتحه‌ای چو آمدی بر سر خسته‌ای بخوان
لب بگشا که می‌دهد لعل لبت به مرده جان
آن که به پرسش آمد و فاتحه خواند و می‌رود
گو نفسی که روح را می‌کنم از پی اش روان
ای که طبيب خسته‌ای روی زبان من ببين
کاين دم و دود سينه‌ام بار دل است بر زبان
گر چه تب استخوان من کرد ز مهر گرم و رفت
همچو تبم نمی‌رود آتش مهر از استخوان
حال دلم ز خال تو هست در آتشش وطن
چشمم از آن دو چشم تو خسته شده‌ست و ناتوان
بازنشان حرارتم ز آب دو ديده و ببين
نبض مرا که می‌دهد هيچ ز زندگی نشان
آن که مدام شيشه‌ام از پی عيش داده است
شيشه‌ام از چه می‌برد پيش طبيب هر زمان
حافظ از آب زندگی شعر تو داد شربتم
ترک طبيب کن بيا نسخه شربتم بخوان",[[0.00512191 0.00184109 0.01330981 ... 0.01147673 0.00696253 0.03037195]],,383,غزلیات حافظ
383,"چندان که گفتم غم با طبيبان
درمان نکردند مسکين غريبان
آن گل که هر دم در دست باديست
گو شرم بادش از عندليبان
يا رب امان ده تا بازبيند
چشم محبان روی حبيبان
درج محبت بر مهر خود نيست
يا رب مبادا کام رقيبان
ای منعم آخر بر خوان جودت
تا چند باشيم از بی نصيبان
حافظ نگشتی شيدای گيتی
گر می‌شنيدی پند اديبان",[[0.03020168 0.00961657 0.00300329 ... 0.00704915 0.00794469 0.0166877 ]],,384,غزلیات حافظ
384,"می‌سوزم از فراقت روی از جفا بگردان
هجران بلای ما شد يا رب بلا بگردان
مه جلوه می‌نمايد بر سبز خنگ گردون
تا او به سر درآيد بر رخش پا بگردان
مر غول را برافشان يعنی به رغم سنبل
گرد چمن بخوری همچون صبا بگردان
يغمای عقل و دين را بيرون خرام سرمست
در سر کلاه بشکن در بر قبا بگردان
ای نور چشم مستان در عين انتظارم
چنگ حزين و جامی بنواز يا بگردان
دوران همی‌نويسد بر عارضش خطی خوش
يا رب نوشته بد از يار ما بگردان
حافظ ز خوبرويان بختت جز اين قدر نيست
گر نيستت رضايی حکم قضا بگردان",[[0.00368347 0.00065593 0.02326081 ... 0.0130812  0.00233763 0.0268342 ]],,385,غزلیات حافظ
385,"يا رب آن آهوی مشکين به ختن بازرسان
وان سهی سرو خرامان به چمن بازرسان
دل آزرده ما را به نسيمی بنواز
يعنی آن جان ز تن رفته به تن بازرسان
ماه و خورشيد به منزل چو به امر تو رسند
يار مه روی مرا نيز به من بازرسان
ديده‌ها در طلب لعل يمانی خون شد
يا رب آن کوکب رخشان به يمن بازرسان
برو ای طاير ميمون همايون آثار
پيش عنقا سخن زاغ و زغن بازرسان
سخن اين است که ما بی تو نخواهيم حيات
بشنو ای پيک خبرگير و سخن بازرسان
آن که بودی وطنش ديده حافظ يا رب
به مرادش ز غريبی به وطن بازرسان",[[0.0033626  0.01214858 0.00515159 ... 0.01541135 0.00804545 0.01688134]],,386,غزلیات حافظ
386,"خدا را کم نشين با خرقه پوشان
رخ از رندان بی‌سامان مپوشان
در اين خرقه بسی آلودگی هست
خوشا وقت قبای می فروشان
در اين صوفی وشان دردی نديدم
که صافی باد عيش دردنوشان
تو نازک طبعی و طاقت نياری
گرانی‌های مشتی دلق پوشان
چو مستم کرده‌ای مستور منشين
چو نوشم داده‌ای زهرم منوشان
بيا و از غبن اين سالوسيان بين
صراحی خون دل و بربط خروشان
ز دلگرمی حافظ بر حذر باش
که دارد سينه‌ای چون ديگ جوشان",[[0.00386794 0.00520396 0.01269523 ... 0.00738412 0.01050887 0.02235025]],,387,غزلیات حافظ
387,"شاه شمشادقدان خسرو شيرين دهنان
که به مژگان شکند قلب همه صف شکنان
مست بگذشت و نظر بر من درويش انداخت
گفت ای چشم و چراغ همه شيرين سخنان
تا کی از سيم و زرت کيسه تهی خواهد بود
بنده من شو و برخور ز همه سيمتنان
کمتر از ذره نه‌ای پست مشو مهر بورز
تا به خلوتگه خورشيد رسی چرخ زنان
بر جهان تکيه مکن ور قدحی می داری
شادی زهره جبينان خور و نازک بدنان
پير پيمانه کش من که روانش خوش باد
گفت پرهيز کن از صحبت پيمان شکنان
دامن دوست به دست آر و ز دشمن بگسل
مرد يزدان شو و فارغ گذر از اهرمنان
با صبا در چمن لاله سحر می‌گفتم
که شهيدان که‌اند اين همه خونين کفنان
گفت حافظ من و تو محرم اين راز نه‌ايم
از می لعل حکايت کن و شيرين دهنان","[[ 3.92551674e-03 -2.23515981e-05  5.72298374e-03 ...  7.44745508e-03
   5.85528556e-03  1.56155275e-02]]",,388,غزلیات حافظ
388,"بهار و گل طرب انگيز گشت و توبه شکن
به شادی رخ گل بيخ غم ز دل برکن
رسيد باد صبا غنچه در هواداری
ز خود برون شد و بر خود دريد پيراهن
طريق صدق بياموز از آب صافی دل
به راستی طلب آزادگی ز سرو چمن
ز دستبرد صبا گرد گل کلاله نگر
شکنج گيسوی سنبل ببين به روی سمن
عروس غنچه رسيد از حرم به طالع سعد
به عينه دل و دين می‌برد به وجه حسن
صفير بلبل شوريده و نفير هزار
برای وصل گل آمد برون ز بيت حزن
حديث صحبت خوبان و جام باده بگو
به قول حافظ و فتوی پير صاحب فن",[[0.00402802 0.00034465 0.00360641 ... 0.00865727 0.00841983 0.01225126]],,389,غزلیات حافظ
389,"چو گل هر دم به بويت جامه در تن
کنم چاک از گريبان تا به دامن
تنت را ديد گل گويی که در باغ
چو مستان جامه را بدريد بر تن
من از دست غمت مشکل برم جان
ولی دل را تو آسان بردی از من
به قول دشمنان برگشتی از دوست
نگردد هيچ کس دوست دشمن
تنت در جامه چون در جام باده
دلت در سينه چون در سيم آهن
ببار ای شمع اشک از چشم خونين
که شد سوز دلت بر خلق روشن
مکن کز سينه‌ام آه جگرسوز
برآيد همچو دود از راه روزن
دلم را مشکن و در پا مينداز
که دارد در سر زلف تو مسکن
چو دل در زلف تو بسته‌ست حافظ
بدين سان کار او در پا ميفکن",[[0.00885252 0.00577754 0.00732646 ... 0.01820428 0.01417336 0.02525226]],,390,غزلیات حافظ
390,"افسر سلطان گل پيدا شد از طرف چمن
مقدمش يا رب مبارک باد بر سرو و سمن
خوش به جای خويشتن بود اين نشست خسروی
تا نشيند هر کسی اکنون به جای خويشتن
خاتم جم را بشارت ده به حسن خاتمت
کاسم اعظم کرد از او کوتاه دست اهرمن
تا ابد معمور باد اين خانه کز خاک درش
هر نفس با بوی رحمان می‌وزد باد يمن
شوکت پور پشنگ و تيغ عالمگير او
در همه شهنامه‌ها شد داستان انجمن
خنگ چوگانی چرخت رام شد در زير زين
شهسوارا چون به ميدان آمدی گويی بزن
جويبار ملک را آب روان شمشير توست
تو درخت عدل بنشان بيخ بدخواهان بکن
بعد از اين نشکفت اگر با نکهت خلق خوشت
خيزد از صحرای ايذج نافه مشک ختن
گوشه گيران انتظار جلوه خوش می‌کنند
برشکن طرف کلاه و برقع از رخ برفکن
مشورت با عقل کردم گفت حافظ می بنوش
ساقيا می ده به قول مستشار متمن
ای صبا بر ساقی بزم اتابک عرضه دار
تا از آن جام زرافشان جرعه‌ای بخشد به من","[[ 0.00726221 -0.00047816  0.02666521 ...  0.01052318 -0.00122482
   0.00097533]]",,391,غزلیات حافظ
391,"خوشتر از فکر می و جام چه خواهد بودن
تا ببينم که سرانجام چه خواهد بودن
غم دل چند توان خورد که ايام نماند
گو نه دل باش و نه ايام چه خواهد بودن
مرغ کم حوصله را گو غم خود خور که بر او
رحم آن کس که نهد دام چه خواهد بودن
باده خور غم مخور و پند مقلد منيوش
اعتبار سخن عام چه خواهد بودن
دست رنج تو همان به که شود صرف به کام
دانی آخر که به ناکام چه خواهد بودن
پير ميخانه همی‌خواند معمايی دوش
از خط جام که فرجام چه خواهد بودن
بردم از ره دل حافظ به دف و چنگ و غزل
تا جزای من بدنام چه خواهد بودن",[[0.0013162  0.00601226 0.00337588 ... 0.01736815 0.0169177  0.02424585]],,392,غزلیات حافظ
392,"دانی که چيست دولت ديدار يار ديدن
در کوی او گدايی بر خسروی گزيدن
از جان طمع بريدن آسان بود وليکن
از دوستان جانی مشکل توان بريدن
خواهم شدن به بستان چون غنچه با دل تنگ
وان جا به نيک نامی پيراهنی دريدن
گه چون نسيم با گل راز نهفته گفتن
گه سر عشقبازی از بلبلان شنيدن
بوسيدن لب يار اول ز دست مگذار
کخر ملول گردی از دست و لب گزيدن
فرصت شمار صحبت کز اين دوراهه منزل
چون بگذريم ديگر نتوان به هم رسيدن
گويی برفت حافظ از ياد شاه يحيی
يا رب به يادش آور درويش پروريدن",[[0.00697038 0.00962553 0.0070702  ... 0.05858592 0.00697736 0.01804132]],,393,غزلیات حافظ
393,"منم که شهره شهرم به عشق ورزيدن
منم که ديده نيالودم به بد ديدن
وفا کنيم و ملامت کشيم و خوش باشيم
که در طريقت ما کافريست رنجيدن
به پير ميکده گفتم که چيست راه نجات
بخواست جام می و گفت عيب پوشيدن
مراد دل ز تماشای باغ عالم چيست
به دست مردم چشم از رخ تو گل چيدن
به می پرستی از آن نقش خود زدم بر آب
که تا خراب کنم نقش خود پرستيدن
به رحمت سر زلف تو واثقم ور نه
کشش چو نبود از آن سو چه سود کوشيدن
عنان به ميکده خواهيم تافت زين مجلس
که وعظ بی عملان واجب است نشنيدن
ز خط يار بياموز مهر با رخ خوب
که گرد عارض خوبان خوش است گرديدن
مبوس جز لب ساقی و جام می حافظ
که دست زهدفروشان خطاست بوسيدن",[[0.0014581  0.0072648  0.01152418 ... 0.03804466 0.01228533 0.02105036]],,394,غزلیات حافظ
394,"ای روی ماه منظر تو نوبهار حسن
خال و خط تو مرکز حسن و مدار حسن
در چشم پرخمار تو پنهان فسون سحر
در زلف بی‌قرار تو پيدا قرار حسن
ماهی نتافت همچو تو از برج نيکويی
سروی نخاست چون قدت از جويبار حسن
خرم شد از ملاحت تو عهد دلبری
فرخ شد از لطافت تو روزگار حسن
از دام زلف و دانه خال تو در جهان
يک مرغ دل نماند نگشته شکار حسن
دايم به لطف دايه طبع از ميان جان
می‌پرورد به ناز تو را در کنار حسن
گرد لبت بنفشه از آن تازه و تر است
کب حيات می‌خورد از جويبار حسن
حافظ طمع بريد که بيند نظير تو
ديار نيست جز رخت اندر ديار حسن",[[0.00527981 0.00512074 0.00187531 ... 0.02029672 0.00481489 0.01669611]],,395,غزلیات حافظ
395,"گلبرگ را ز سنبل مشکين نقاب کن
يعنی که رخ بپوش و جهانی خراب کن
بفشان عرق ز چهره و اطراف باغ را
چون شيشه‌های ديده ما پرگلاب کن
ايام گل چو عمر به رفتن شتاب کرد
ساقی به دور باده گلگون شتاب کن
بگشا به شيوه نرگس پرخواب مست را
و از رشک چشم نرگس رعنا به خواب کن
بوی بنفشه بشنو و زلف نگار گير
بنگر به رنگ لاله و عزم شراب کن
زان جا که رسم و عادت عاشق‌کشی توست
با دشمنان قدح کش و با ما عتاب کن
همچون حباب ديده به روی قدح گشای
وين خانه را قياس اساس از حباب کن
حافظ وصال می‌طلبد از ره دعا
يا رب دعای خسته دلان مستجاب کن",[[0.00634342 0.00025873 0.00620283 ... 0.00544349 0.00356273 0.01885777]],,396,غزلیات حافظ
