,model,input_id,input_text,output_id,output_text,k,input_vector,output_vector
87,LASER,43,ما باید راست بگوییم حتی اگر به ضرر ما باشد و نباید دروغ بگوییم حتی اگر به ما سود برساند,34,برو به کار خود ای واعظ این چه فریادست مرا فتاد دل از ره تو را چه افتادست میان او که خدا آفریده است از هیچ دقیقه‌ایست که هیچ آفریده نگشادست به کام تا نرساند مرا لبش چون نای نصیحت همه عالم به گوش من بادست گدای کوی تو از هشت خلد مستغنیست اسیر عشق تو از هر دو عالم آزادست اگر چه مستی عشقم خراب کرد ولی اساس هستی من زان خراب آبادست دلا منال ز بیداد و جور یار که یار تو را نصیب همین کرد و این از آن دادست برو فسانه مخوان و فسون مدم حافظ کز این فسانه و افسون مرا بسی یادست,2,"[[-1.1380617e-04  2.0503330e-06  3.6324305e-03 ...  9.2968922e-03
   1.7897533e-02  3.4117587e-02]]","[[ 8.9992993e-03 -7.5517171e-05 -7.4137939e-04 ...  3.0748297e-02
   2.6958662e-03  2.0074589e-02]]"
88,LASER,44,باید خسیس باشیم,365,ما بدین در نه پی حشمت و جاه آمده‌ایم از بد حادثه این جا به پناه آمده‌ایم ره رو منزل عشقیم و ز سرحد عدم تا به اقلیم وجود این همه راه آمده‌ایم سبزه خط تو دیدیم و ز بستان بهشت به طلبکاری این مهرگیاه آمده‌ایم با چنین گنج که شد خازن او روح امین به گدایی به در خانه شاه آمده‌ایم لنگر حلم تو ای کشتی توفیق کجاست که در این بحر کرم غرق گناه آمده‌ایم آبرو می‌رود ای ابر خطاپوش ببار که به دیوان عمل نامه سیاه آمده‌ایم حافظ این خرقه پشمینه مینداز که ما از پی قافله با آتش آه آمده‌ایم,1,"[[-1.92344261e-04 -3.01594391e-05  7.74854794e-04 ...  3.67711764e-04
   1.87463537e-02  1.03563545e-02]]","[[ 0.01704589 -0.00047405  0.05534808 ...  0.0062188   0.02597998
   0.0517182 ]]"
89,LASER,44,باید خسیس باشیم,157,من و انکار شراب این چه حکایت باشد غالبا این قدرم عقل و کفایت باشد تا به غایت ره میخانه نمی‌دانستم ور نه مستوری ما تا به چه غایت باشد زاهد و عجب و نماز و من و مستی و نیاز تا تو را خود ز میان با که عنایت باشد زاهد ار راه به رندی نبرد معذور است عشق کاریست که موقوف هدایت باشد من که شب‌ها ره تقوا زده‌ام با دف و چنگ این زمان سر به ره آرم چه حکایت باشد بنده پیر مغانم که ز جهلم برهاند پیر ما هر چه کند عین عنایت باشد دوش از این غصه نخفتم که رفیقی می‌گفت حافظ ار مست بود جای شکایت باشد,2,"[[-1.92344261e-04 -3.01594391e-05  7.74854794e-04 ...  3.67711764e-04
   1.87463537e-02  1.03563545e-02]]","[[ 0.00385895 -0.00019379  0.01608104 ...  0.00134348  0.00752306
   0.03418935]]"
90,LASER,45,باید به پدر و مادر احترام گذاشت,72,روشن از پرتو رویت نظری نیست که نیست منت خاک درت بر بصری نیست که نیست ناظر روی تو صاحب نظرانند آری سر گیسوی تو در هیچ سری نیست که نیست اشک غماز من ار سرخ برآمد چه عجب خجل از کرده خود پرده دری نیست که نیست تا به دامن ننشیند ز نسیمش گردی سیل خیز از نظرم رهگذری نیست که نیست تا دم از شام سر زلف تو هر جا نزنند با صبا گفت و شنیدم سحری نیست که نیست من از این طالع شوریده برنجم ور نی بهره مند از سر کویت دگری نیست که نیست از حیای لب شیرین تو ای چشمه نوش غرق آب و عرق اکنون شکری نیست که نیست مصلحت نیست که از پرده برون افتد راز ور نه در مجلس رندان خبری نیست که نیست شیر در بادیه عشق تو روباه شود آه از این راه که در وی خطری نیست که نیست آب چشمم که بر او منت خاک در توست زیر صد منت او خاک دری نیست که نیست از وجودم قدری نام و نشان هست که هست ور نه از ضعف در آن جا اثری نیست که نیست غیر از این نکته که حافظ ز تو ناخشنود است در سراپای وجودت هنری نیست که نیست,1,"[[ 0.00433405 -0.00011185  0.00109945 ...  0.00312299  0.01339533
   0.01002263]]","[[ 1.7840451e-02 -8.6253167e-05  2.6067691e-02 ...  9.9424329e-03
   3.6099650e-02  1.9017538e-02]]"
91,LASER,45,باید به پدر و مادر احترام گذاشت,60,صبا اگر گذری افتدت به کشور دوست بیار نفحه‌ای از گیسوی معنبر دوست به جان او که به شکرانه جان برافشانم اگر به سوی من آری پیامی از بر دوست و گر چنان که در آن حضرتت نباشد بار برای دیده بیاور غباری از در دوست من گدا و تمنای وصل او هیهات مگر به خواب ببینم خیال منظر دوست دل صنوبریم همچو بید لرزان است ز حسرت قد و بالای چون صنوبر دوست اگر چه دوست به چیزی نمی‌خرد ما را به عالمی نفروشیم مویی از سر دوست چه باشد ار شود از بند غم دلش آزاد چو هست حافظ مسکین غلام و چاکر دوست,2,"[[ 0.00433405 -0.00011185  0.00109945 ...  0.00312299  0.01339533
   0.01002263]]","[[ 4.2046970e-03 -7.8910096e-05  2.2221958e-02 ...  2.3060067e-02
   2.5125673e-02  1.4661180e-02]]"
92,LASER,46,نباید عیب دیگران را بر ملا کنیم,176,نه هر که چهره برافروخت دلبری داند نه هر که آینه سازد سکندری داند نه هر که طرف کله کج نهاد و تند نشست کلاه داری و آیین سروری داند تو بندگی چو گدایان به شرط مزد مکن که دوست خود روش بنده پروری داند غلام همت آن رند عافیت سوزم که در گداصفتی کیمیاگری داند وفا و عهد نکو باشد ار بیاموزی وگرنه هر که تو بینی ستمگری داند بباختم دل دیوانه و ندانستم که آدمی بچه‌ای شیوه پری داند هزار نکته باریکتر ز مو این جاست نه هر که سر بتراشد قلندری داند مدار نقطه بینش ز خال توست مرا که قدر گوهر یک دانه جوهری داند به قد و چهره هر آن کس که شاه خوبان شد جهان بگیرد اگر دادگستری داند ز شعر دلکش حافظ کسی بود آگاه که لطف طبع و سخن گفتن دری داند,1,"[[ 3.02067399e-02 -8.93435572e-05  1.62412087e-03 ...  6.37208438e-03
   1.06635755e-02  2.18182541e-02]]","[[ 8.6245891e-03 -7.1793120e-06  2.0533511e-02 ...  6.3338196e-03
   1.0999708e-02  7.3362114e-03]]"
93,LASER,46,نباید عیب دیگران را بر ملا کنیم,66,یا رب این شمع دل افروز ز کاشانه کیست جان ما سوخت بپرسید که جانانه کیست حالیا خانه برانداز دل و دین من است تا در آغوش که می‌خسبد و همخانه کیست باده لعل لبش کز لب من دور مباد راح روح که و پیمان ده پیمانه کیست دولت صحبت آن شمع سعادت پرتو بازپرسید خدا را که به پروانه کیست می‌دهد هر کسش افسونی و معلوم نشد که دل نازک او مایل افسانه کیست یا رب آن شاهوش ماه رخ زهره جبین در یکتای که و گوهر یک دانه کیست گفتم آه از دل دیوانه حافظ بی تو زیر لب خنده زنان گفت که دیوانه کیست,2,"[[ 3.02067399e-02 -8.93435572e-05  1.62412087e-03 ...  6.37208438e-03
   1.06635755e-02  2.18182541e-02]]","[[ 1.1151921e-02 -1.7358765e-05  1.7416899e-03 ...  1.2597776e-02
   2.1922391e-02  5.1027991e-02]]"
94,LASER,47,هرکاری را می‌توان انجام داد به جز تغییر عادت‌ها,238,رسید مژده که آمد بهار و سبزه دمید وظیفه گر برسد مصرفش گل است و نبید صفیر مرغ برآمد بط شراب کجاست فغان فتاد به بلبل نقاب گل که کشید ز میوه‌های بهشتی چه ذوق دریابد هر آن که سیب زنخدان شاهدی نگزید مکن ز غصه شکایت که در طریق طلب به راحتی نرسید آن که زحمتی نکشید ز روی ساقی مه وش گلی بچین امروز که گرد عارض بستان خط بنفشه دمید چنان کرشمه ساقی دلم ز دست ببرد که با کسی دگرم نیست برگ گفت و شنید من این مرقع رنگین چو گل بخواهم سوخت که پیر باده فروشش به جرعه‌ای نخرید بهار می‌گذرد دادگسترا دریاب که رفت موسم و حافظ هنوز می‌نچشید,1,"[[ 2.5397154e-02 -7.9656653e-05 -1.3486084e-03 ...  8.6287418e-03
   1.9302616e-02  2.3344291e-02]]","[[ 0.0182937  -0.00023457  0.05179159 ...  0.011098    0.02107166
   0.020248  ]]"
95,LASER,47,هرکاری را می‌توان انجام داد به جز تغییر عادت‌ها,428,ساقی بیا که شد قدح لاله پر ز می طامات تا به چند و خرافات تا به کی بگذر ز کبر و ناز که دیده‌ست روزگار چین قبای قیصر و طرف کلاه کی هشیار شو که مرغ چمن مست گشت هان بیدار شو که خواب عدم در پی است هی خوش نازکانه می‌چمی ای شاخ نوبهار کشفتگی مبادت از آشوب باد دی بر مهر چرخ و شیوه او اعتماد نیست ای وای بر کسی که شد ایمن ز مکر وی فردا شراب کوثر و حور از برای ماست و امروز نیز ساقی مه روی و جام می باد صبا ز عهد صبی یاد می‌دهد جان دارویی که غم ببرد درده ای صبی حشمت مبین و سلطنت گل که بسپرد فراش باد هر ورقش را به زیر پی درده به یاد حاتم طی جام یک منی تا نامه سیاه بخیلان کنیم طی زان می که داد حسن و لطافت به ارغوان بیرون فکند لطف مزاج از رخش به خوی مسند به باغ بر که به خدمت چو بندگان استاده است سرو و کمر بسته است نی حافظ حدیث سحرفریب خوشت رسید تا حد مصر و چین و به اطراف روم و ری,2,"[[ 2.5397154e-02 -7.9656653e-05 -1.3486084e-03 ...  8.6287418e-03
   1.9302616e-02  2.3344291e-02]]","[[ 1.3590975e-02 -7.5650794e-05  1.0001780e-02 ...  8.7475491e-04
   1.5118027e-02  3.0773276e-02]]"
96,LASER,48,باید از منافق دوری کنیم,299,هزار دشمنم ار می‌کنند قصد هلاک گرم تو دوستی از دشمنان ندارم باک مرا امید وصال تو زنده می‌دارد و گر نه هر دمم از هجر توست بیم هلاک نفس نفس اگر از باد نشنوم بویش زمان زمان چو گل از غم کنم گریبان چاک رود به خواب دو چشم از خیال تو هیهات بود صبور دل اندر فراق تو حاشاک اگر تو زخم زنی به که دیگری مرهم و گر تو زهر دهی به که دیگری تریاک بضرب سیفک قتلی حیاتنا ابدا لان روحی قد طاب ان یکون فداک عنان مپیچ که گر می‌زنی به شمشیرم سپر کنم سر و دستت ندارم از فتراک تو را چنان که تویی هر نظر کجا بیند به قدر دانش خود هر کسی کند ادراک به چشم خلق عزیز جهان شود حافظ که بر در تو نهد روی مسکنت بر خاک,1,"[[ 6.33878214e-03 -3.62489336e-05  1.04915036e-03 ...  1.63996257e-02
   3.03548109e-02  1.14760585e-02]]","[[ 8.6921453e-03 -3.5937275e-05  6.0837488e-03 ...  5.1256452e-02
   1.8900178e-02  2.0525388e-02]]"
97,LASER,48,باید از منافق دوری کنیم,131,به آب روشن می عارفی طهارت کرد علی الصباح که میخانه را زیارت کرد همین که ساغر زرین خور نهان گردید هلال عید به دور قدح اشارت کرد خوشا نماز و نیاز کسی که از سر درد به آب دیده و خون جگر طهارت کرد امام خواجه که بودش سر نماز دراز به خون دختر رز خرقه را قصارت کرد دلم ز حلقه زلفش به جان خرید آشوب چه سود دید ندانم که این تجارت کرد اگر امام جماعت طلب کند امروز خبر دهید که حافظ به می طهارت کرد,2,"[[ 6.33878214e-03 -3.62489336e-05  1.04915036e-03 ...  1.63996257e-02
   3.03548109e-02  1.14760585e-02]]","[[ 2.1853426e-02 -9.9660087e-05  6.1281002e-03 ...  2.3462394e-02
   3.0926596e-02  1.0174906e-02]]"
98,LASER,49,لزوما رسیدن به چیزی که آرزو داریم به نفع ما نیست,157,من و انکار شراب این چه حکایت باشد غالبا این قدرم عقل و کفایت باشد تا به غایت ره میخانه نمی‌دانستم ور نه مستوری ما تا به چه غایت باشد زاهد و عجب و نماز و من و مستی و نیاز تا تو را خود ز میان با که عنایت باشد زاهد ار راه به رندی نبرد معذور است عشق کاریست که موقوف هدایت باشد من که شب‌ها ره تقوا زده‌ام با دف و چنگ این زمان سر به ره آرم چه حکایت باشد بنده پیر مغانم که ز جهلم برهاند پیر ما هر چه کند عین عنایت باشد دوش از این غصه نخفتم که رفیقی می‌گفت حافظ ار مست بود جای شکایت باشد,1,"[[ 1.6411943e-03 -2.2297514e-05  2.2327977e-03 ...  4.1650692e-03
   1.5022535e-02  2.0533426e-02]]","[[ 0.00385895 -0.00019379  0.01608104 ...  0.00134348  0.00752306
   0.03418935]]"
99,LASER,49,لزوما رسیدن به چیزی که آرزو داریم به نفع ما نیست,25,زلف آشفته و خوی کرده و خندان لب و مست پیرهن چاک و غزل خوان و صراحی در دست نرگسش عربده جوی و لبش افسوس کنان نیم شب دوش به بالین من آمد بنشست سر فرا گوش من آورد به آواز حزین گفت ای عاشق دیرینه من خوابت هست عاشقی را که چنین باده شبگیر دهند کافر عشق بود گر نشود باده پرست برو ای زاهد و بر دردکشان خرده مگیر که ندادند جز این تحفه به ما روز الست آن چه او ریخت به پیمانه ما نوشیدیم اگر از خمر بهشت است وگر باده مست خنده جام می و زلف گره گیر نگار ای بسا توبه که چون توبه حافظ بشکست,2,"[[ 1.6411943e-03 -2.2297514e-05  2.2327977e-03 ...  4.1650692e-03
   1.5022535e-02  2.0533426e-02]]","[[ 0.01184429 -0.00022602  0.00291647 ...  0.00882429  0.00701609
   0.02484783]]"
